Title,Title_link,Thumbnail,price,oldPrice,discount,product_flag,product_flag1,rating,number of reviews,description,specifiations,model number,category,Brand,affected_area_category,affected_area_subcategory,product_category,possible_skin_conditions,score
2 In 1 Shampoo And Conditioner Anti Dandruff 275 Ml,https://www.noon.com/saudi-en/2-in-1-shampoo-and-conditioner-anti-dandruff-275-ml/ZF8A1CD72A3FE72894739Z/p/?o=zf8a1cd72a3fe72894739z-1,https://f.nooncdn.com/p/pzsku/ZF8A1CD72A3FE72894739Z/45/_/1697718657/2c4db413-9fa7-48a6-8647-7f97e01e366d.jpg?format=jpg&amp;width=240,SAR 15,30,50% Off,,,5.0,3,"OverviewA product that helps restore hair vitality and revitalize it
A product packed with nourishing ingredients to remove impurities
A product that leaves hair soft and refreshed
Excellent anti-dandruff product",SpecificationsColour NameAnti DandruffSize275 mlDepartmentUnisexTarget Skin TypeAll Skin TypesHair ConcernDandruffHair Treatment TypeSmoothing,,Shampoos & Conditioners,COSMO,['Hair & Scalp'],[],Shampoo,Dandruff,3.1931471805599454
Collage Hair Colour 6/17 Blue Ash Dark Blonde 60ml,https://www.noon.com/saudi-en/collage-hair-colour-6-17-blue-ash-dark-blonde-60ml/N20104723A/p/?o=b16fd3e5d188403e,https://f.nooncdn.com/p/v1605700810/N20104723A_1.jpg?format=jpg&amp;width=240,SAR 29.95,,,,,4.2,13,"HighlightsLow ammonia contents respects hair balance and keeps it looking healthy, shiny and luminousSoy protein protects the capillary fiber during the colouring processGives strong, healthy, and shiny hairProvides more intense, uniform and long-lasting colourProtect hair from solar radiations also",SpecificationsColour Name6/17 Blue Ash Dark BlondeSize60 mlDepartmentWomenTarget Hair TypeAll Hair TypesFormationCreamModel NameCollage,,Hair Color,LAKME,['Hair & Scalp'],[],Other,Hair loss,3.4195286648076295
W1Protein Set to Repair Damaged Hair 120 ml,https://www.noon.com/saudi-en/w1protein-set-to-repair-damaged-hair-120-ml/Z82E61D9A7B1EC4A59C9FZ/p/?o=z82e61d9a7b1ec4a59c9fz-1,https://f.nooncdn.com/p/pzsku/Z82E61D9A7B1EC4A59C9FZ/45/_/1687191815/c2b575af-d556-487a-b8b1-2f4ce24db05f.jpg?format=jpg&amp;width=240,SAR 175,220,20% Off,,,,,"HighlightsW1 protein was developed to enhance the nutrition within the cells by the advanced technology of nanotechnology, as its effect helps to restore the luster and luster of the hairIt prolongs the hair and improves its nature by supplying the follicles with the fatty and water materials necessary for its hardness. The protein hair treatment system depends on treating the hair using amino acids and minerals.OverviewFloractive W. One protein technology is a new way to treat hair with a radical treatment. It is considered the ideal solution for dry, damaged, curly, wavy and tangled hair, which cannot be combed easily. It lengthens the hair and improves its nature by supplying the follicles with the fatty and water materials necessary for its hardness. The protein hair treatment system depends on the treatment of hair using acids. Amino, minerals and clay elements that are responsible for shaping the hair texture from the inside and outside",SpecificationsSize120 mlDepartmentWomenTarget Hair TypeAll Hair TypesHair ConcernDry & DamagedHair Treatment TypeCurl Enhancers,,Shampoos & Conditioners,w one,['Hair & Scalp'],[],Shampoo,"Dry scalp,Damaged hair",4.0
Scented Coconut Hair Oil Clear 200ml,https://www.noon.com/saudi-en/scented-coconut-hair-oil-clear-200ml/ZE5A7DE0E88DA794A02B5Z/p/?o=ze5a7de0e88da794a02b5z-1,https://f.nooncdn.com/p/pzsku/ZE5A7DE0E88DA794A02B5Z/45/_/1703512448/27551bf8-8974-4c9b-b1ee-0d66ccd87bd0.jpg?format=jpg&amp;width=240,SAR 16.95,,,,,,,"HighlightsCocolipids molecule is the extracted essence from deepest core of coconut using modern scienceMolecules have been designed to penetrate through the hair layersDeep nourishment and smoothens the hairOverviewParachute Hair Oil is enriched with coconut oil that provides extra deep nourishment to damaged/colored hair.
Coconut oil moisturizes the hair well by creating a coating on the hair strands, making it swift and manageable.
Coconut oil adds considerable health and shine to your hair using its deep conditioning properties.",SpecificationsSize200 mlDepartmentUnisex,,Hair & Scalp Treatments,Parachute,['Hair & Scalp'],[],Oil,"Dry scalp,Hair loss",4.0
"Onion Rosemary Hair Strengthening Shampoo with Mint 100ml - Made with Natural Rosemary Oil for Hair Growth, Onion Extracts to Prevent Hair Loss，Sulfate Free Shampoo",https://www.noon.com/saudi-en/onion-rosemary-hair-strengthening-shampoo-with-mint-100ml-made-with-natural-rosemary-oil-for-hair-growth-onion-extracts-to-prevent-hair-loss-sulfate-free-shampoo/Z24A5D30059293D934C0AZ/p/?o=z24a5d30059293d934c0az-1,https://f.nooncdn.com/p/pzsku/Z24A5D30059293D934C0AZ/45/_/1705284636/27ae4986-c5a6-4f16-b28f-2d97f073401d.jpg?format=jpg&amp;width=240,SAR 34.60,65.50,47% Off,,,5.0,1,"HighlightsThis hair growth shampoo helps make your hair noticeably stronger and fuller while reducing hair loss due to breakageHigh-performance ingredients blend the benefits of science and nature to provide you with only the best nutritional and hair care supplements availableAnti-Hair Loss Shampoo provides essential nutrients to the hair follicles to support healthy hair growthNatural extracts and vitamins such as rosemary, onion, and peppermint help control hair loss. Designed to provide moisture, nutrients and a repolarizing effect while keeping hair soft and manageable. Salt FreeMen's and Women's Onion Shampoo not only strengthens hair density, it also contains antioxidant-rich conditioning moisturizers that protect hair and prevent breakageProduct commitment: We will provide you with high-quality products, thank you for your purchase",,,Shampoos & Conditioners,Lanthome,['Hair & Scalp'],[],Shampoo,Hair loss,2.8465735902799727
Nourish and Protect Shampoo 400ml,https://www.noon.com/saudi-en/nourish-and-protect-shampoo-400ml/N23435441A/p/?o=e3813540b026a96b,https://f.nooncdn.com/p/v1669123995/N23435441A_1.jpg?format=jpg&amp;width=240,SAR 19,36.30,47% Off,,,5.0,5,"HighlightsEliminates frizz and makes hair healthier and softerHelps to protect your hair from future damagesRegulates metabolism and balances scalp condition, making hair silky and smooth",SpecificationsSize400 mlDepartmentUnisexTarget Hair TypeAll Hair TypesHair ConcernDandruffHair Treatment TypeGloss & Shine,,Shampoos & Conditioners,VATIKA,['Hair & Scalp'],[],Shampoo,"Dry scalp,Oily scalp,Scalp psoriasis,Seborrheic dermatitis",3.3958797346140273
Permanent Hair Dye color Caramel M22 125grams,https://www.noon.com/saudi-en/permanent-hair-dye-color-caramel-m22-125grams/N70028488V/p/?o=b6dd861954d7e59f,https://f.nooncdn.com/p/pnsku/N70028488V/45/_/1701784991/f776a88d-5e5d-461d-a890-ba2f96ba3e06.jpg?format=jpg&amp;width=240,SAR 23,33,30% Off,,,,,"HighlightsExclusively long-lasting and deep colourSpecial formula with resistant pigments provides deep and rich colour along the whole hair and 100% excellent and lasting cover of the hairThe light and smooth consistency is easy appliedOverviewMMBeuty is a permanent color cream enriched with Olive oil, that nourishes the hair as it colors",SpecificationsColour NameCaramel M22Size125 gramsDepartmentWomenTarget Skin TypeAll Skin TypesTarget Hair TypeAll Hair TypesFormationLiquidShelf Life2 yearModel NumberM22Model NameMMBeauty,Model Number : M22,Hair Color,MMBeauty,['Hair & Scalp'],[],Other,Hair loss,4.0
Ostwint hair and beard black pigment shampoo,https://www.noon.com/saudi-en/ostwint-hair-and-beard-black-pigment-shampoo/Z71477E5C1F66D2205B04Z/p/?o=z71477e5c1f66d2205b04z-1,https://f.nooncdn.com/p/pzsku/Z71477E5C1F66D2205B04Z/45/_/1713452801/a8330646-f61c-414a-83d1-733df40ef289.jpg?format=jpg&amp;width=240,SAR 15,49,69% Off,,,,,"OverviewOstont black beard dye shampoo
  It is an easy-to-use beard dye shampoo that gives your beard a dark, shiny black look. Contains natural extracts that help moisturize your beard hair and keep it healthy.
Benefits of Ostonet Black Beard Dye Shampoo: Gives your beard a dark and shiny black look. Easy to use, just massage it into your beard hair and leave it for 5 minutes. Contains natural extracts that help moisturize your beard hair and keep it healthy.
How to use Ostonet Black Beard Dye Shampoo: Apply beard shampoo to your dry hair. Massage it into your hair for 5 minutes. Rinse your hair with water.
  You can use shampoo once a week to maintain your beard color.
Tips for using Ostonet Black Beard Dye Shampoo: If your beard hair is thin, you may need to use the shampoo twice a week to get a more intense color. If you have long beard hair, you may need to leave the shampoo on your hair longer to get a more consistent color.
Precautions for using Ostonet black beard dye shampoo: Avoid using the shampoo if you are allergic to any of its ingredients. Do not use shampoo on your skin or body hair. Rinse your hair well after using shampoo.",SpecificationsDepartmentMen,,Hair Color,Ostwint,['Hair & Scalp'],[],Shampoo,Hair loss,4.0
Serie Expert Vitamino Color Trio Giftset 740ml,https://www.noon.com/saudi-en/serie-expert-vitamino-color-trio-giftset-740ml/N52149289A/p/?o=e3c2e3b073c50cdf,https://f.nooncdn.com/p/v1639324424/N52149289A_1.jpg?format=jpg&amp;width=240,SAR 391.90,404,,,,3.6,11,"HighlightsFor color protected radiant hairEnriched with Resveratrol, the formula protects hair against breakage whilst maintaining shine on color treated hair for a perfect luminous resultWith the Serie Expert Vitamino Color color radiance system hair is 95% more resistant to breakage and 6x shinier. Hair surface is 100% repaired after 5 applicationsShampoo : Apply evenly on wet hair. Lather. Rinse thoroughly. Follow with Vitamino Color Conditioner. Mask : Apply on towel-dried hair, and twist lengths to fuel them with care. Leave in for 3 to 5 minutes. Rinse thoroughlyConditionner: After shampoo with Vitamino Color Shampoo, apply evenly on shampooed and towel-dried hair. Rinse. Target groupOverviewVitamino Color Shampoo 8 WEEKS COLOR PROTECTION Professional shampoo designed to make your colour last longer, for up to 8 weeks. 6 TIMES MORE SHINE Hair colour appears brighter, more radiant and shiny GENTLE CLEANSING hair feels lighter, more manageable and soft to touch. PROFESSIONAL FORMULA contains resveratrol, a powerful anti-oxydant inspired by skincare for an ultimate colour protection. DESIGNED FOR HAIRDRESSERS. Vitamino color Mask COLOR PROTECTION Professional mask designed to make your colour last longer. INTENSE SHINE Hair colour appears brighter, more radiant and shiny DEEP NOURISHMENT Hair feels nourished, strengthened and soft FIBER PROTECTION Protects the fiber from damage and agressions PROFESSIONAL FORMULA contains resveratrol, a powerful anti-oxydant inspired by skincare for an ultimate colour protection. DESIGNED FOR HAIRDRESSERS Vitamino Color Conditionner 8 WEEKS COLOR PROTECTION Professional conditioner designed to make your colour last longer, for up to 8 weeks.6 TIMES MORE SHINE Hair colour appears brighter, more radiant and shiny LIGHT NOURISHMENT Hair is more resistant, hydrated, easier to detangle and softer. FIBER PROTECTION Protects the fiber from damage and agressions [PROFESSIONAL FORMULA]: contains resveratrol, a powerful anti-oxydant inspired by skincare for an ultimate colour protection. [DESIGNED FOR HAIRDRESSERS] *Shampoo + Conditioner.","SpecificationsSize740 mlDepartmentUnisexWhat's In The BoxL’Oréal Vitamino Color Shampoo 300ml, L’Oréal Vitamino Color Mask 250ml, L'Oréal Vitamino Color 10-in-1 SprayTarget Hair TypeAll Hair TypesModel Number3474637054762Model Name3474637054762",Model Number : 3474637054762,Shampoos & Conditioners,,['Hair & Scalp'],[],Shampoo,Hair loss,3.042453324894
Zero35 Botox Collagen Hair Mask  1000ml,https://www.noon.com/saudi-en/zero35-botox-collagen-hair-mask-1000ml/ZE7C728A01B309DA2527BZ/p/?o=ze7c728a01b309da2527bz-1,https://f.nooncdn.com/p/pzsku/ZE7C728A01B309DA2527BZ/45/_/1678956964/d35f396c-e0e0-47f1-92c0-2b317cb2e24d.jpg?format=jpg&amp;width=240,SAR 83.50,,,,,4.4,8,"HighlightsThe developed hair mask restores and regenerates damaged hair with its formula that contains Botox and special collagen, ideal for all hair types, especially colored and treated hair.Botox and collagen mask is used to rebuild and restore hair.Useful in repairing dry, damaged hair. Rich in very pure Botox protein, which works to relax the hair scales so that they take their natural place without breakage.OverviewThe developed hair mask restores and regenerates damaged hair with its formula that contains Botox and special collagen, ideal for all hair types, especially colored and treated hair. Botox and collagen mask is used to rebuild and restore hair. Useful in repairing dry, damaged hair. Rich in very pure Botox protein, which works to relax the hair scales so that they take their natural place without breakage. This mask leaves your hair shiny, comfortable, and stronger and more durable. Useful in repairing dry damaged hair. Rich in very pure Botox protein and collagen protein responsible for the growth of hair tissue inside.",SpecificationsSize1000 mlDepartmentUnisexModel Number8032825917982Model Name8032825917982,Model Number : 8032825917982,Shampoos & Conditioners,zero35,['Hair & Scalp'],[],Mask,"Dry scalp,Hair loss",3.29861228866811
Salon Intro Kit 525ml,https://www.noon.com/saudi-en/salon-intro-kit-525ml/N53338253A/p/?o=f08b3aa02b643a4e,https://f.nooncdn.com/p/v1659334067/N53338253A_2.jpg?format=jpg&amp;width=240,SAR 890,"1,000",11% Off,,,,,,"SpecificationsSize525 mlDepartmentUnisexWhat's In The Box1xBond Multiplier(525ml),1xBond Perfector(525ml),1xBond Perfector(525ml)Model Number896364002367",Model Number : 896364002367,Hair & Scalp Treatments,Olaplex,['Hair & Scalp'],[],Treatment,,4.0
"Collagen Hair Mask for Damaged Hair, Repair for Dry Damaged or Color Treated Hair, Argan Oil Protein Treatment, Intense Moisture & Hydration, for Curly or Straight Thin Fine Hair (100ml)",https://www.noon.com/saudi-en/collagen-hair-mask-for-damaged-hair-repair-for-dry-damaged-or-color-treated-hair-argan-oil-protein-treatment-intense-moisture-hydration-for-curly-or-straight-thin-fine-hair-100ml/ZFBCA3E78E28523FA9C0DZ/p/?o=zfbca3e78e28523fa9c0dz-1,https://f.nooncdn.com/p/pzsku/ZFBCA3E78E28523FA9C0DZ/45/_/1711626756/06660628-0123-4d7e-a886-d468fa1a8875.jpg?format=jpg&amp;width=240,SAR 53.95,,,,,,,"Highlights❤️ - 【Revitalizing Hair Treatment】Formulated with collagen and argan oil, this hair treatment is expertly crafted to revive dry and damaged hair, leaving it looking healthier and more vibrant.❤️ - 【Deep Hydration】This treatment penetrates deep into the hair shaft, providing intense hydration that visibly improves the texture and shine of your locks, ensuring a smoother and glossier appearance.❤️ - 【Suitable for All Hair Types】Whether your hair is naturally dry or has been chemically processed, this versatile treatment is suitable for all hair types, including color-treated hair, delivering nourishment where it's needed most.❤️ - 【Gentle and Safe Formula】Free from harsh parabens and sulfates, this hair treatment offers a gentle yet effective solution for daily use, ensuring it's safe even for those with sensitive or color-treated hair.❤️ - 【Convenient Jar Packaging】Packaged in a convenient jar, this conditioning treatment is easy to use and offers long-lasting benefits, making it an essential addition to your haircare routine.OverviewCollagen Hair Mask for Damaged Hair, Repair for Dry Damaged or Color Treated Hair, Argan Oil Protein Treatment, Intense Moisture & Hydration, for Curly or Straight Thin Fine Hair (100ml)

★★★Why choose us?★★★
❤️ - Intensive Hair Repair: Infused with collagen and argan oil, this hair mask is specifically formulated to repair and rejuvenate dry, damaged, or color-treated hair. Its potent blend of ingredients works to restore vitality and shine to your locks,
    leaving them looking healthier and more resilient.
❤️ - Deep Moisturization: Designed to provide intense moisture and hydration, this hair mask penetrates deeply into the hair shaft, nourishing and hydrating from within. Whether you have curly or straight, thin or fine hair, this mask helps to restore
    moisture balance and improve overall hair texture.
❤️ - Versatile Treatment: Suitable for various hair types and textures, this collagen hair mask offers versatile benefits for anyone seeking to improve the condition of their hair. Whether you're dealing with dryness, damage, or color-treated hair, this
    mask provides a tailored solution to address your specific needs.

★★★Specifications★★★
Material Feature: Natural
Hair Type: Dry
Product Benefits: High Gloss

★★★What you will get★★★
1 * Moisturizing hair mask

★★★Note★★★
- Manual measurement, please allow slight errors on size.
- The colors may exist slight difference due to different screens.",,,Hair Color,Excefore,['Hair & Scalp'],[],Mask,"Dry scalp,Damaged hair,Color-treated hair",4.0
Mongongo Oil Hydrating Conditioner Protein Free 240ml,https://www.noon.com/saudi-en/mongongo-oil-hydrating-conditioner-protein-free-240ml/N70024311V/p/?o=eae1cec8ba0a843d,https://f.nooncdn.com/p/pnsku/N70024311V/45/_/1700392566/4d3ad5cc-30ff-4753-9fc7-5698a2db4350.jpg?format=jpg&amp;width=240,SAR 69.95,,,,,5.0,1,"OverviewHydrating Conditioner: This protein-free conditioner is perfect for protein-sensitive hair to help leave your hair soft and silky after shampooing; Formulated for all hair types
Mongongo Oil Collection: This collection is our most versatile line of hair care products; For those seeking to hydrate, repair, and protect their hair with every hairstyle, our Mongongo Oil hair products are made for you; Designed for all hair types
Hair Products for All Hair Types: We promote the health and maintenance of natural hair from Types 3A to 4C natural hair, however our products are suitable for all hair types and we feature products for both low and high porosity levels",SpecificationsSize240 mlDepartmentUnisexTarget Hair TypeAll Hair TypesModel NameHydrating Conditioner,,Shampoos & Conditioners,,['Hair & Scalp'],[],Conditioner,,2.8465735902799727
Wella Koleston Intense 305/4 Chestnut,https://www.noon.com/saudi-en/wella-koleston-intense-305-4-chestnut/Z9E627208CFB835DFCBCCZ/p/?o=z9e627208cfb835dfcbccz-1,https://f.nooncdn.com/p/pzsku/Z9E627208CFB835DFCBCCZ/45/_/1697319397/d8856b09-ce04-458d-8bc6-0bbeee33a847.jpg?format=jpg&amp;width=240,SAR 24.30,51,52% Off,,,,,,SpecificationsSize50+50+10ml mlDepartmentWomen,,Hair Color,Wella Koleston,['Hair & Scalp'],[],Other,,4.0
Bleaching Powder White 500g -AW019,https://www.noon.com/saudi-en/bleaching-powder-white-500g-aw019/ZC8D4D8CD352CC56A4760Z/p/?o=zc8d4d8cd352cc56a4760z-1,https://f.nooncdn.com/p/pzsku/ZC8D4D8CD352CC56A4760Z/45/_/1698330954/44f3d3cf-7f9c-4fc7-bd38-e984859ca919.jpg?format=jpg&amp;width=240,SAR 49,,,,,,,"OverviewNon-volatile Bleaching Powder, specially created for natural, uniform lightening. With carefully selected ingredients and intensive-action technology, for more radiant bleached hair. An indispensable product for colouring professionals.",SpecificationsModel NumberAW019,Model Number : AW019,Hair Color,Black,['Hair & Scalp'],[],Other,Hair loss,4.0
Nutritive Masquintense Hair Mask For Fine And Thin Dry Hair 200Ml,https://www.noon.com/saudi-en/nutritive-masquintense-hair-mask-for-fine-and-thin-dry-hair-200ml/Z5DAF78C42A88410BDC8AZ/p/?o=z5daf78c42a88410bdc8az-1,https://f.nooncdn.com/p/pzsku/Z5DAF78C42A88410BDC8AZ/45/_/1693296115/2fd012b2-229d-4611-beeb-6e39c0606e1a.jpg?format=jpg&amp;width=240,SAR 260,,,,,5.0,5,"HighlightsPLANT-BASED PROTEINS: In this protein mask, wheat, corn, and soy whole grains act as a dietary supplement. Blended with fatty acids, omega, and vitamins, they feed the hair with essential nutrientsNIACINAMIDE: This is a derivative of vitamin B3 that locks in nutrition, strengthening the fiber barrier for long-lasting healthNOURISHING LIPIDS: This perfectly dosed blend of lipid & glycerin had the optimal ratio to provide an unctuous texture extremely nourishing for hairOverviewMasquintense by Kerastaseis a deeply nutritive ultra-concentrated hair mask for very dry fine to medium hair.  One of the best hair masks for dry, damaged hair, it contains plant-based proteins and niacinamide that boost the formula’s ability to nourish and reinforce the hair. The light cream delivers a powerful dose of concentrated nutrients to deeply strengthen and nourish the hair. Masquintense has a light white creamy texture, making it an ideal hair mask for fine hair. Up to +89% of immediate hydration & 72H nutrition.",SpecificationsSize200 mlDepartmentWomenWhat's In The Box1 x Treatment - MasksTarget Skin TypeAll Skin TypesTarget Hair TypeDry HairUV ProtectionHigh SPFFormationCream/LotionHair ConcernDry & DamagedHair Treatment TypeSmoothingShelf Life2 yearModel Number3474637154967Model NameE4039800,Model Number : 3474637154967,Hair & Scalp Treatments,,['Hair & Scalp'],[],Mask,"Dry scalp,Hair loss",3.3958797346140273
Anti Lice with Comb - 100 ml,https://www.noon.com/saudi-en/anti-lice-with-comb-100-ml/ZAA268F129F8041E02BCAZ/p/?o=zaa268f129f8041e02bcaz-1,https://f.nooncdn.com/p/pzsku/ZAA268F129F8041E02BCAZ/45/_/1659967581/18f73723-16fb-4df3-b665-82bc9d781dc0.jpg?format=jpg&amp;width=240,SAR 109,,,,,4.1,8,"HighlightsNYDA is your safest and fastest choice to eliminate lice and their eggsStarts effeccy within one minute.Safe for all children, does not contain any harmful chemicals ingrediants.High Germany Quality and Clinically proven.From the first use only and does not need to be repeated after weeks.It not only eliminates the lice but also it kills their eggs.Without odour as it is acceptable, desirable and not desturbuting for children.Safe on hair due to contains Hair-Care materials.The packe contains a special comb inside.OverviewHow to use:
1- NYDA uses dry hair by starting from hair roots.
2- Use enough NYDA to cover all parts of the hair completely.
3- Gently massage the hair to ensure penetration and cover all hair parts.
4- Allow it to work to ensure all the eggs have been eradicated
5- In the meantime, carefully comb out the hair with the lice comb to remove the dead lice, nymphs, and eggs.
6- Allow NYDA to dry on the hair, or due to high safety, you can leave it on the hair to work all night while the kids are sleeping.
7- Finally, wash the hair with your usual shampoo.",SpecificationsSize100 mlDepartmentUnisexModel Number4029125073481Model Name4029125073481,Model Number : 4029125073481,Hair & Scalp Treatments,NYDA,['Hair & Scalp'],[],Treatment,Head lice,3.14861228866811
Natural Hair Coloring Shampoo WithOlive Oil Extract 400ml,https://www.noon.com/saudi-en/natural-hair-coloring-shampoo-witholive-oil-extract-400ml/ZDF1B82EB4ED029C91DCBZ/p/?o=zdf1b82eb4ed029c91dcbz-1,https://f.nooncdn.com/p/pzsku/ZDF1B82EB4ED029C91DCBZ/45/_/1674635342/69a239f4-58e5-4e9d-9054-86d1ea8ab5f9.jpg?format=jpg&amp;width=240,SAR 88,,,,,2.9,7,,SpecificationsColour NameDark Brown,,Hair Color,Katrina,['Hair & Scalp'],[],Shampoo,Dry scalp,2.489720770839918
Al-helal Care Hair Color Shampoo Black 25ml,https://www.noon.com/saudi-en/al-helal-care-hair-color-shampoo-black-25ml/Z441CCD863B731F85A6BCZ/p/?o=z441ccd863b731f85a6bcz-1,https://f.nooncdn.com/p/pzsku/Z441CCD863B731F85A6BCZ/45/_/1702137887/989d448a-1296-4144-9d38-9789cedf5892.jpg?format=jpg&amp;width=240,SAR 9.90,15,34% Off,,,5.0,1,HighlightsA new concept in hair coloringAmmonia freeHarmless and easy to useOverviewA small amount of it gives your hair a black color and adds a charming shine to your hair to give you attractive hair.,SpecificationsColour NameBLACKSize25 mlDepartmentUnisexFormationLiquidShelf Life3 yearModel Number6285315001155,Model Number : 6285315001155,Hair Color,AL-HELAL,['Hair & Scalp'],[],Shampoo,Hair loss,2.8465735902799727
Lavender Thickness Shampoo 400ml,https://www.noon.com/saudi-en/lavender-thickness-shampoo-400ml/N26870019A/p/?o=db5ceeca23abb0cb,https://f.nooncdn.com/p/pnsku/N26870019A/45/_/1695406902/257c981f-3ff6-4d98-9e06-226a2e373144.jpg?format=jpg&amp;width=240,SAR 23.80,29.95,20% Off,,,4.4,38,"HighlightsFor fuller and thicker looking hairWith Lavender Oil and Rosemary ExtractInspired by the beauty rituals of French womenOverviewAbout the product:Dove Thickening Ritual inspired by hair beauty rituals of French women. A nourishing shampoo enriched with lavender oil and rosemary. The creamy formula deeply conditions without weighing hair down. Helps boost the body and bounce from the first wash. Healthy and fuller-looking hair. Suitable for daily use. Dove Nourishing Secrets Thickening Ritual Shampoo & Conditioner combine our nourishing technologies with lavender oil and rosemary. Helping to nourish and add volume and fullness to your hair. Enjoy your own french inspired hair beauty rituals closer to home.About the brand:Dove is a personal care brand owned by the British multinational consumer goods company Unilever. The products are sold in more than 150 countries and are offered for both women, men, and babies. Dove's logo is a silhouette profile of the brand's namesake bird. Vincent Lamberti was granted the original patents related to the manufacturing of Dove in the 1950s, while he worked for Lever Brothers.Ingredients:Water, Sodium Laureth sulphate, Cocamidopropyl Betaine, Sodium Chloride, Perfume, Dimethiconol, Glycol Distearate, Carbomer, Sodium Hydroxide, Cocamide MEA, Citric Acid, TEA-Dodecylbenzenesulphonate, Guar Hydroxypropyltrimonium Chloride, Mica, Hydroxypropyl Methyl Cellulose, TEA-Sulphate, Titanium Dioxide, Disodium EDTA, PEG-45M, Sodium Benzoate, Cyclotetrasiloxane, Phenoxyethanol, Glycerin, PPG-9, Lavandula Angustifolia (Lavender) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Trehalose, Zinc Gluconate, Lysine HCl, Sodium Sulphate, Gluconolactone, Linalol, Coumarin, Alfa-Isomethyl Ionone.How to use: 1. After washing your hair thoroughly take 2 to 3 drops of the shampoo, equal to the size of a coin, on your palm.2. Then apply the shampoo gently massaging it all over your hair from the roots to the tips.3. Leave the shampoo on your hair for a couple of minutes and then rinse it off completely.",SpecificationsSize400 mlDepartmentUnisexTarget Hair TypeAll Hair TypesHair ConcernDry & DamagedModel Number67464400Model NameNourishing Secrets,Model Number : 67464400,Shampoos & Conditioners,Dove,['Hair & Scalp'],[],Shampoo,"Hair loss,Dandruff,Dry scalp",4.031780823064823
Hair Oil Mahlab & Cocoa Butter For Hair Treatment,https://www.noon.com/saudi-en/hair-oil-mahlab-cocoa-butter-for-hair-treatment/Z04114E6F5C0034A7577AZ/p/?o=z04114e6f5c0034a7577az-1,https://f.nooncdn.com/p/pzsku/Z04114E6F5C0034A7577AZ/45/_/1698566766/3db2849e-6726-4824-8fe8-b1390e989213.jpg?format=jpg&amp;width=240,SAR 20.05,,,,,3.3,3,OverviewAlattar Hair Treatment Oil is a unique blend based on the essential benefits of Mahlab & Cocoa Butter oil extracts. With its formula rich in natural vitamins and essential minerals that are nourishing and gentle on the hair and scalp. It also helps protect and prevent hair damage and restores shine to dull and dry hair. This unique formula provides long-lasting hydration and a soothing effect when used regularly.,SpecificationsSize130 mlDepartmentUnisexModel Number5280270037448,Model Number : 5280270037448,Hair & Scalp Treatments,Ala tar,['Hair & Scalp'],[],Oil,"Dry scalp,Dandruff",2.3431471805599453
Ceramide Hair Ampoule 10 ml * 5 Ampoules,https://www.noon.com/saudi-en/ceramide-hair-ampoule-10-ml-5-ampoules/Z74E4AD8A37CEEAF7684DZ/p/?o=z74e4ad8a37ceeaf7684dz-1,https://f.nooncdn.com/p/pzsku/Z74E4AD8A37CEEAF7684DZ/45/_/1710071945/9d10e27a-0fb0-4525-9de3-0719c8f2b191.jpg?format=jpg&amp;width=240,SAR 49.95,99,49% Off,,,,,"OverviewMilano Spramide ampoules

For weak and split hair, super moisturizing and hair shine

For weak and split hair, super moisturizing and hair shine. It works to restore and repair damaged hair, restores hydration and gives the hair shine.
  It maintains the moisture of the hair and leaves it soft as silk. It strengthens the hair from the roots to the ends. It nourishes the hair and protects it from any damage.
Effective in repairing damaged and dyed hair",SpecificationsDepartmentUnisexTarget Hair TypeAll Hair TypesShelf Life3 yearModel Number6224010808553,Model Number : 6224010808553,Hair & Scalp Treatments,MELANO,['Hair & Scalp'],[],Treatment,"Hair loss,Dry scalp",4.0
Cream Bleach 28grams,https://www.noon.com/saudi-en/cream-bleach-28grams/N39789890A/p/?o=c0df0d57c270704d,https://f.nooncdn.com/p/v1603294780/N39789890A_1.jpg?format=jpg&amp;width=240,SAR 30,,,,,4.7,16,"HighlightsLighten dark hair on face, arms, body and browLeaves hair clean, smooth and softSafe and effective way to deal with unwanted hair",SpecificationsSize28 gramsDepartmentUnisexTarget Hair TypeAll Hair TypesFormationCreamModel Number46688100250Model Name46688100250,Model Number : 46688100250,Hair Color,jOLEN,['Body'],"['Arm', 'Hand']",Cream,"Hyperpigmentation,Sunspots",3.766606672028108
Hair Growth 160ml,https://www.noon.com/saudi-en/hair-growth-160ml/N15659555A/p/?o=afc184964b7ac5fb,https://f.nooncdn.com/p/v1530869437/N15659555A_1.jpg?format=jpg&amp;width=240,SAR 159,164,,,,4.0,27,HighlightsOpens up root of hair and nursers the spot with nourishmentStrengthen and conditions hairPrevents dandruff and itchiness with regular use,SpecificationsSize160 mlDepartmentUnisexTarget Hair TypeAll Hair TypesModel NumberSOR-6597Model NameSORCIERE,Model Number : SOR-6597,Hair & Scalp Treatments,Sorciere,['Hair & Scalp'],[],Treatment,"Dandruff,Hair loss",3.666102255087602
